srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
2931500,AN,21,110015,233,233,131,C,ADLD,133203,7/25/2017,7/21/2017,3/3/2018,4580,3/9/2018,17
2961716,AJ,12,302006,233,233,228,A,ADLD,302019,1/31/2018,7/19/2017,3/9/2018,4407,3/12/2018,12
2962168,C,2,110018,233,233,131,A,ADLD,201305,9/16/2017,9/10/2017,3/10/2018,4094,3/13/2018,13
2931084,AN,21,110015,233,233,131,C,ADLD,141007,4/29/2016,4/26/2016,3/2/2018,4580,3/6/2018,12
2889442,C,2,110018,233,233,131,A,ADLD,110031,6/29/2017,6/26/2017,2/20/2018,4550,2/23/2018,11
3017054,C,2,110018,233,233,131,A,ADLD,110060,2/6/2016,2/6/2016,3/25/2018,4091,4/1/2018,13
3058831,AN,26,560066,233,233,131,A,ADLD,560102,12/7/2017,12/7/2017,4/5/2018,5001,4/9/2018,10
2969662,AN,26,560066,233,233,131,A,ADLD,560062,9/23/2017,6/28/2016,3/11/2018,5001,4/2/2018,11
3065948,AJ,7,500004,233,233,228,A,ADLD,500026,3/15/2018,2/12/2017,4/8/2018,4474,4/13/2018,7
3050488,Y,9,411016,233,233,228,B,ADLD,412109,3/9/2018,3/9/2018,4/3/2018,4581,4/9/2018,13
2930919,AN,21,110015,233,245,131,A,ADLD,110054,3/11/2017,3/9/2017,3/2/2018,4580,3/7/2018,9
2885562,AN,11,641012,201,201,131,D,ADLD,682035,10/25/2017,10/16/2017,2/19/2018,4495,2/22/2018,11
2969252,AN,21,110015,233,233,131,A,ADLD,110063,7/8/2017,5/29/2017,3/10/2018,4580,3/14/2018,14
2848280,C,8,700064,233,233,131,A,ADLD,700055,10/24/2017,10/23/2017,2/7/2018,4500,2/13/2018,15
2828452,AM,9,411016,233,233,131,A,ADLD,411057,2/22/2017,2/22/2017,2/1/2018,4024,2/7/2018,19
2888568,C,1,400059,233,233,131,A,ADLD,400099,7/27/2017,3/11/2017,2/20/2018,4545,2/22/2018,14
2973520,AN,22,400104,233,233,131,B,ADLD,410206,4/20/2017,4/12/2017,3/13/2018,4581,3/29/2018,14
3000677,AJ,2,110018,233,233,228,A,ADLD,110001,2/27/2018,2/18/2018,3/20/2018,4388,3/22/2018,10
3009316,C,2,110018,233,233,131,A,ADLD,201002,1/13/2018,2/5/2016,3/22/2018,4094,3/28/2018,19
2961683,AI,8,700064,233,233,131,C,ADLD,712201,2/20/2018,2/20/2018,3/9/2018,4499,3/12/2018,11
2991228,AN,22,400104,308,233,131,A,ADLD,400042,5/6/2017,5/5/2017,3/17/2018,4581,3/26/2018,11
2946027,C,12,302006,233,233,131,B,ADLD,342001,2/22/2018,2/22/2018,3/6/2018,4453,3/14/2018,16
2944399,Y,5,380009,233,233,131,B,ADLD,384170,2/28/2018,2/22/2018,3/6/2018,4039,4/3/2018,16
2927067,AN,21,110015,233,233,228,A,ADLD,122018,2/13/2018,5/19/2017,3/1/2018,4580,3/4/2018,12
2971447,AN,7,500004,233,233,131,A,ADLD,500016,3/28/2017,3/23/2017,3/12/2018,4403,3/16/2018,7
2828998,C,12,302006,233,233,131,A,ADLD,302017,10/3/2017,9/30/2017,2/1/2018,4453,2/6/2018,12
2883223,C,2,110018,233,233,131,A,ADLD,122001,10/25/2017,10/8/2017,2/18/2018,4094,2/23/2018,17
3052180,AI,8,700064,233,233,131,B,ADLD,700116,2/19/2018,2/19/2018,4/3/2018,4499,4/5/2018,12
2819407,AN,21,110015,233,233,131,B,ADLD,180001,1/23/2018,1/19/2018,1/30/2018,4580,2/3/2018,16
2839285,Y,7,500004,233,233,131,A,ADLD,502319,6/23/2017,3/30/2017,2/5/2018,4403,2/8/2018,6
2832821,C,2,110018,233,233,131,A,ADLD,110031,1/13/2018,3/22/2017,2/2/2018,4091,2/8/2018,15
2855591,AN,21,110015,233,233,131,A,ADLD,121002,1/15/2018,1/14/2018,2/9/2018,4580,2/15/2018,13
2845459,C,3,560011,233,233,131,A,ADLD,560078,7/26/2017,7/26/2017,2/6/2018,4461,2/13/2018,10
2861529,AJ,2,110018,233,233,228,A,ADLD,110086,11/11/2017,9/27/2017,2/11/2018,4388,2/23/2018,8
2923530,AI,9,411016,233,233,131,A,ADLD,412105,12/8/2017,12/8/2017,2/28/2018,4021,3/2/2018,11
2912498,AE,1,400059,233,233,131,A,ADLD,412105,6/4/2017,6/4/2017,2/27/2018,4015,3/7/2018,11
2931588,AN,21,110015,233,233,131,A,ADLD,201301,7/11/2017,5/19/2016,3/3/2018,4580,3/9/2018,11
2949782,AN,22,400104,233,233,131,B,ADLD,452016,4/7/2017,4/3/2017,3/7/2018,4581,3/9/2018,12
2931453,AN,17,800001,201,233,131,D,ADLD,815351,2/3/2018,1/25/2018,3/3/2018,4538,3/9/2018,16
2978928,AN,22,400104,233,233,131,A,ADLD,421302,3/23/2017,3/2/2017,3/14/2018,4581,3/21/2018,10
2949498,C,2,110018,233,233,131,A,ADLD,110059,7/10/2017,2/16/2017,3/7/2018,4148,3/19/2018,15
3025648,AN,21,110015,233,233,131,C,ADLD,152123,7/7/2017,7/4/2017,3/27/2018,4580,3/29/2018,11
3036930,C,2,110018,233,233,228,A,ADLD,201301,1/31/2018,4/28/2017,3/29/2018,4550,4/3/2018,11
3066151,AI,8,700064,233,233,131,B,ADLD,734003,10/12/2017,10/11/2017,4/8/2018,4499,4/10/2018,13
3055325,AJ,23,400001,233,233,228,A,ADLD,411014,1/14/2018,1/12/2018,4/4/2018,4398,4/15/2018,11
3053816,AN,21,110015,233,233,131,A,ADLD,122015,6/7/2017,5/10/2017,4/4/2018,4580,4/14/2018,9
3082621,AJ,6,160059,233,233,131,C,ADLD,174303,8/16/2017,8/8/2017,4/13/2018,4437,4/20/2018,13
3006284,AN,22,400104,233,245,131,B,ADLD,395006,4/17/2017,4/15/2017,3/22/2018,4581,3/26/2018,11
3011954,AJ,27,110034,308,245,131,A,ADLD,110018,2/24/2018,11/30/2017,3/23/2018,4388,3/27/2018,12
3041302,C,3,560011,308,245,131,A,ADLD,560082,1/12/2018,1/12/2018,3/31/2018,4461,4/4/2018,11
3041302,C,3,560011,0,245,131,A,ADLD,560082,1/12/2018,1/12/2018,3/31/2018,4461,4/4/2018,11
3035522,AJ,23,400001,233,245,131,B,ADLD,370001,9/11/2017,8/31/2017,3/29/2018,4398,4/3/2018,13
2919983,AE,2,110018,233,233,131,A,ADLD,226005,6/15/2017,6/9/2017,2/27/2018,4093,3/16/2018,14
2833171,AJ,1,400059,233,233,131,A,ADLD,400050,12/29/2017,12/26/2017,2/2/2018,4398,2/8/2018,10
2951168,AJ,3,560011,233,233,131,A,ADLD,560044,5/21/2017,5/21/2017,3/7/2018,4460,3/13/2018,7
2957616,AN,22,400104,233,233,131,A,ADLD,400015,7/28/2017,7/26/2017,3/8/2018,4581,3/22/2018,11
2858456,AN,21,110015,233,233,131,A,ADLD,121001,7/6/2017,7/5/2017,2/10/2018,4580,2/16/2018,10
2951191,AJ,2,110018,233,233,131,A,ADLD,121001,1/24/2017,1/24/2017,3/7/2018,4388,3/13/2018,13
2850090,AN,22,400104,233,233,131,B,ADLD,410206,8/18/2016,8/1/2016,2/7/2018,4581,2/14/2018,14
2908708,AN,21,110015,233,233,131,C,ADLD,301001,12/13/2017,12/10/2017,2/26/2018,4580,3/1/2018,12
2870081,AN,2,110018,233,233,131,A,ADLD,110075,3/6/2017,3/2/2017,2/14/2018,4147,2/20/2018,10
2852607,AI,6,160059,233,233,131,C,ADLD,143001,12/2/2017,12/2/2017,2/8/2018,4437,2/10/2018,15
2846862,J,6,160059,233,233,228,C,ADLD,143001,8/2/2017,7/18/2016,2/6/2018,4442,2/10/2018,17
3003630,AJ,27,110034,308,233,131,A,ADLD,110024,1/12/2018,8/3/2017,3/21/2018,4388,3/27/2018,12
3068424,AN,7,500004,233,233,131,A,ADLD,500072,9/4/2017,7/14/2017,4/9/2018,4403,4/21/2018,10
2830281,AN,22,400104,233,233,131,B,ADLD,413001,5/12/2016,5/7/2016,2/2/2018,4581,2/6/2018,15
2825386,AN,21,110015,233,233,131,A,ADLD,122003,7/25/2017,7/20/2017,1/31/2018,4580,2/13/2018,8
2842547,AN,21,110015,233,233,131,B,ADLD,124001,4/20/2016,4/16/2016,2/5/2018,4580,2/8/2018,13
2828757,AD,3,560011,233,233,131,A,ADLD,560087,7/17/2017,7/13/2017,2/1/2018,4468,2/9/2018,10
2860242,AJ,1,400059,233,233,131,A,ADLD,400026,5/5/2017,5/5/2017,2/10/2018,4398,2/16/2018,11
2847965,AA,6,160059,233,233,131,C,ADLD,141008,5/23/2017,5/14/2017,2/7/2018,4439,2/16/2018,21
2870216,C,5,380009,233,233,228,A,ADLD,380015,8/31/2017,8/30/2017,2/14/2018,4546,2/16/2018,9
2931339,AJ,7,500004,233,233,228,A,ADLD,500070,2/12/2018,2/1/2018,3/3/2018,4474,3/5/2018,8
2977427,C,3,560011,233,233,228,A,ADLD,560103,12/27/2017,12/4/2017,3/13/2018,4469,3/16/2018,14
2978357,C,3,560011,233,233,228,A,ADLD,560093,2/20/2018,11/27/2016,3/14/2018,4469,3/18/2018,12
2937746,C,2,110018,233,233,131,A,ADLD,110018,1/21/2018,1/19/2018,3/3/2018,4550,3/12/2018,13
3070092,AN,21,110015,233,233,131,A,ADLD,110086,10/13/2017,9/29/2017,4/9/2018,4580,4/20/2018,11
2820237,AA,3,560011,233,245,131,A,ADLD,560078,1/4/2018,12/21/2017,1/30/2018,4465,2/5/2018,12
3046839,C,3,560011,308,245,131,A,ADLD,560102,3/14/2018,5/26/2017,4/2/2018,4461,4/6/2018,10
3035368,AN,22,400104,308,233,228,A,EW,400051,12/2/2016,9/1/2016,3/29/2018,4581,4/3/2018,19
3088377,AJ,23,400001,233,233,228,A,ADLD,411006,8/19/2017,8/18/2017,4/16/2018,4398,4/17/2018,8
2885211,AJ,1,400059,233,233,131,B,ADLD,422002,9/21/2017,5/3/2017,2/19/2018,4398,2/22/2018,15
3072370,AI,27,110034,233,233,131,A,ADLD,110089,11/25/2017,11/25/2017,4/10/2018,4388,4/13/2018,11
3063589,AN,22,400104,233,233,131,A,ADLD,400708,8/17/2017,8/16/2017,4/7/2018,4581,4/10/2018,11
2869980,AJ,6,160059,233,233,131,C,ADLD,143001,5/5/2017,4/22/2017,2/14/2018,4437,2/19/2018,11
2947826,AN,22,400104,233,233,131,A,ADLD,411038,3/26/2017,3/22/2017,3/6/2018,4581,3/10/2018,8
2919754,AN,4,600024,233,233,131,B,ADLD,631501,2/1/2018,1/30/2018,2/27/2018,4490,3/10/2018,11
2999822,AM,1,400059,233,233,131,B,ADLD,482009,10/30/2017,6/29/2017,3/20/2018,4018,3/26/2018,18
2994723,AN,26,560066,308,245,131,A,ADLD,560037,5/8/2017,2/9/2017,3/19/2018,5001,3/23/2018,12
2883768,AN,2,110018,233,233,131,A,ADLD,110085,2/2/2018,10/17/2017,2/18/2018,4147,2/21/2018,10
2938814,J,2,110018,308,233,131,A,ADLD,122001,1/26/2018,1/21/2018,3/4/2018,4154,3/7/2018,13
2823497,AN,21,110015,233,233,228,A,ADLD,226021,7/29/2017,5/7/2016,1/31/2018,4580,2/3/2018,9
2867340,C,2,110018,233,233,228,A,ADLD,110029,11/29/2017,11/24/2017,2/13/2018,4094,2/16/2018,12
2862302,AD,4,600024,233,233,131,B,ADLD,625002,1/13/2017,1/9/2017,2/12/2018,4488,2/20/2018,8
2884059,AN,21,110015,233,233,131,A,ADLD,201014,3/3/2017,3/2/2017,2/18/2018,4580,2/24/2018,8
2893473,AN,21,110015,233,233,131,B,ADLD,148023,10/7/2017,10/5/2017,2/21/2018,4580,2/26/2018,14
2907323,C,1,400059,233,233,131,A,ADLD,400601,3/10/2017,3/8/2017,2/26/2018,4545,3/1/2018,11
2962019,AJ,23,400001,233,233,131,A,ADLD,380007,2/21/2018,2/21/2018,3/10/2018,4398,3/13/2018,10
2972913,AJ,25,560037,233,233,228,A,ADLD,560100,7/13/2017,9/24/2016,3/12/2018,4460,3/14/2018,9
2953522,AF,17,800001,233,233,131,A,ADLD,800026,9/29/2017,9/23/2017,3/8/2018,4154,3/10/2018,9
2969187,AN,26,560066,233,233,228,A,ADLD,560040,2/23/2018,11/23/2017,3/10/2018,5001,3/17/2018,13
3007489,AN,22,400104,233,233,131,A,ADLD,411045,5/2/2017,4/29/2017,3/22/2018,4581,3/26/2018,9
3072572,AN,22,400104,233,233,131,B,ADLD,382007,5/13/2017,5/12/2017,4/10/2018,4581,4/12/2018,12
3023374,AN,21,110015,233,233,131,B,ADLD,125055,5/23/2017,2/4/2017,3/26/2018,4580,4/12/2018,11
3045178,AJ,27,110034,233,233,131,A,ADLD,201301,7/30/2017,7/27/2017,4/1/2018,4388,4/7/2018,12
3064911,AN,26,560066,233,245,131,A,ADLD,560103,7/17/2017,7/15/2017,4/7/2018,5001,4/10/2018,13
3066897,C,2,110018,233,245,131,A,ADLD,110018,12/4/2017,12/4/2017,4/9/2018,4550,4/14/2018,10
2954051,AN,21,110015,233,233,131,C,ADLD,335001,8/5/2017,8/2/2017,3/8/2018,4580,3/12/2018,14
2827452,AN,22,400104,233,233,131,A,ADLD,382480,5/15/2017,5/13/2017,2/1/2018,4581,3/31/2018,13
2855166,AN,3,560011,233,233,131,A,ADLD,560068,4/7/2017,4/7/2017,2/9/2018,4467,2/13/2018,8
2951097,AJ,11,641012,233,233,228,B,ADLD,638001,11/7/2017,3/18/2016,3/7/2018,4496,3/19/2018,18
3026352,AE,2,110018,233,233,131,A,ADLD,110036,12/20/2017,12/20/2017,3/27/2018,4093,3/29/2018,11
2955935,AM,1,400059,233,233,131,A,ADLD,380022,10/18/2017,10/17/2017,3/8/2018,4018,3/14/2018,15
2991079,AJ,23,400001,308,233,228,A,ADLD,400067,12/9/2017,11/24/2017,3/17/2018,4398,3/21/2018,8
3009318,AN,21,110015,233,233,131,A,ADLD,201002,5/19/2017,5/18/2017,3/22/2018,4580,3/27/2018,8
3048708,C,3,560011,308,245,131,A,ADLD,560083,12/22/2016,12/22/2016,4/3/2018,4461,4/6/2018,12
2837293,AN,22,400104,233,233,131,A,ADLD,382345,12/6/2017,12/1/2017,2/3/2018,4581,3/10/2018,13
3017868,C,12,302006,233,233,131,B,ADLD,342001,2/3/2018,2/27/2017,3/25/2018,4453,3/30/2018,15
2988144,AI,23,400001,233,233,131,B,ADLD,394210,2/12/2018,2/12/2018,3/16/2018,4398,4/6/2018,17
2963545,AN,22,400104,233,245,131,B,ADLD,360002,10/17/2017,10/14/2017,3/10/2018,4581,3/13/2018,14
2938367,AN,17,800001,233,233,131,B,ADLD,842001,4/1/2017,3/30/2017,3/4/2018,4538,3/10/2018,20
3084349,C,8,700064,233,233,131,A,ADLD,700014,11/20/2017,11/18/2017,4/14/2018,4511,4/17/2018,14
2870879,AJ,1,400059,233,233,131,B,ADLD,422010,8/29/2017,8/21/2017,2/14/2018,4398,2/22/2018,11
2826866,AA,2,110018,233,233,228,A,ADLD,110053,11/26/2017,10/5/2017,2/1/2018,4150,2/5/2018,16
2858222,AJ,7,500004,233,233,228,A,ADLD,500091,11/5/2017,10/26/2017,2/10/2018,4474,2/11/2018,9
2832167,AN,21,110015,233,233,131,B,ADLD,134109,6/9/2017,5/26/2017,2/2/2018,4580,2/5/2018,12
2878118,C,12,302006,233,233,131,B,ADLD,334001,11/5/2017,11/5/2017,2/16/2018,4453,2/19/2018,15
2898313,AN,22,400104,233,233,131,C,ADLD,456010,3/31/2017,1/24/2017,2/22/2018,4581,2/24/2018,15
2861571,AI,7,500004,233,233,131,B,ADLD,530003,1/31/2018,1/31/2018,2/11/2018,4474,2/22/2018,13
2822783,L,7,500004,233,233,131,A,ADLD,500070,10/12/2017,10/5/2017,1/31/2018,4478,2/7/2018,13
2949257,AN,21,110015,233,233,131,B,ADLD,144002,5/15/2017,5/13/2017,3/7/2018,4580,3/12/2018,11
2977142,AN,17,800001,233,233,131,B,ADLD,823002,12/27/2017,7/12/2017,3/13/2018,4538,3/16/2018,15
3008422,AI,23,400001,233,233,131,A,ADLD,382350,11/8/2017,11/6/2017,3/22/2018,4398,3/24/2018,11
3013949,AN,7,500004,233,233,228,B,ADLD,530049,2/11/2018,11/26/2016,3/24/2018,4403,3/26/2018,10
2993562,H,1,400059,233,233,228,A,ADLD,110029,8/2/2017,2/18/2017,3/18/2018,4011,3/19/2018,18
3058718,C,2,110018,233,233,131,B,ADLD,245101,11/16/2017,11/15/2017,4/5/2018,4091,4/11/2018,10
3052347,AJ,27,110034,233,233,228,A,ADLD,201304,10/26/2017,5/4/2017,4/4/2018,4388,4/15/2018,10
3068197,AJ,23,400001,233,233,131,A,ADLD,411044,8/26/2017,8/26/2017,4/9/2018,4398,4/10/2018,10
2861022,AJ,3,560011,233,245,131,A,ADLD,560026,5/31/2017,5/2/2017,2/11/2018,4460,2/13/2018,8
2831946,AF,2,110018,233,245,131,A,ADLD,110006,2/5/2017,2/3/2017,2/2/2018,4147,2/12/2018,9
2821022,AJ,2,110018,233,233,131,A,ADLD,110052,6/17/2017,6/15/2017,1/30/2018,4388,2/9/2018,13
2949716,AN,21,110015,233,233,131,B,ADLD,136027,12/31/2017,5/31/2016,3/7/2018,4580,3/13/2018,17
2837119,G,1,400059,233,233,131,B,ADLD,390002,1/30/2018,1/30/2018,2/3/2018,4011,3/2/2018,12
3048368,AN,22,400104,233,233,131,A,ADLD,411006,4/11/2017,4/9/2017,4/2/2018,4581,4/9/2018,9
3028115,C,3,560011,233,245,131,A,ADLD,560060,1/11/2018,12/30/2017,3/27/2018,4461,3/29/2018,16
2840651,AJ,8,700064,233,233,131,A,ADLD,700013,3/21/2017,3/11/2017,2/5/2018,4499,2/8/2018,12
3063556,AN,21,110015,233,233,228,A,ADLD,110075,3/8/2018,1/24/2018,4/7/2018,4580,4/9/2018,10
3071225,C,2,110018,233,233,228,A,ADLD,122004,3/9/2018,6/24/2017,4/10/2018,4091,4/19/2018,12
2872980,AJ,2,110018,233,245,131,A,ADLD,110042,12/4/2017,12/1/2017,2/15/2018,4388,2/19/2018,10
2956343,AN,3,560011,233,233,131,B,ADLD,575002,7/24/2017,7/22/2017,3/8/2018,5001,3/10/2018,12
2939164,AJ,10,226010,233,233,228,A,ADLD,226001,8/14/2017,6/17/2016,3/4/2018,4444,3/19/2018,12
2854740,G,2,110018,233,233,131,A,ADLD,201009,7/17/2017,5/21/2016,2/9/2018,4153,2/15/2018,22
2851717,AJ,3,560011,233,233,131,A,ADLD,560026,9/18/2017,9/18/2017,2/8/2018,4460,2/15/2018,7
2896619,AN,21,110015,233,233,131,B,ADLD,248001,5/15/2017,5/12/2017,2/22/2018,4580,2/26/2018,13
2884773,AJ,2,110018,233,233,131,A,ADLD,110026,5/11/2017,5/9/2017,2/19/2018,4388,3/3/2018,21
2953551,AN,17,800001,233,233,131,C,ADLD,828202,12/1/2017,11/29/2017,3/8/2018,4538,3/10/2018,14
2986966,AN,7,500004,233,233,131,A,ADLD,501511,4/4/2017,4/3/2017,3/16/2018,4403,3/19/2018,7
2945731,AD,2,110018,233,233,228,A,ADLD,201304,2/6/2018,2/1/2017,3/6/2018,4148,3/9/2018,14
2962679,C,1,400059,233,233,131,A,ADLD,421302,3/2/2016,12/30/2015,3/10/2018,4545,3/16/2018,19
2993718,AN,17,800001,233,233,131,C,ADLD,847223,2/4/2018,12/5/2017,3/18/2018,4538,3/22/2018,12
2945209,AB,1,400059,233,233,131,A,ADLD,800006,8/20/2017,8/18/2017,3/6/2018,4390,3/8/2018,31
2905622,AD,8,700064,233,233,131,C,ADLD,785001,1/15/2017,1/9/2017,2/24/2018,4510,2/28/2018,16
3027200,J,2,110018,233,233,228,A,ADLD,560001,3/5/2018,8/11/2017,3/27/2018,5138,4/1/2018,13
3045119,AN,21,110015,308,233,228,A,ADLD,122017,3/8/2018,12/20/2017,4/1/2018,4580,4/10/2018,10
3030475,C,10,226010,233,233,228,B,ADLD,211001,1/16/2018,9/29/2017,3/28/2018,4547,3/31/2018,20
3054689,AN,22,400104,233,233,131,B,ADLD,390016,5/31/2017,5/29/2017,4/4/2018,4581,4/11/2018,12
3066319,C,2,110018,233,233,228,B,ADLD,122413,2/6/2018,12/7/2017,4/8/2018,4550,4/13/2018,16
3034276,AN,26,560066,233,233,131,A,ADLD,600039,1/4/2018,12/29/2017,3/29/2018,5001,4/16/2018,14
2938469,AJ,11,641012,201,201,131,D,ADLD,686004,6/10/2017,6/9/2017,3/4/2018,4496,3/9/2018,12
2922809,AN,21,110015,233,233,131,C,ADLD,335001,11/30/2017,9/23/2017,2/28/2018,4580,3/4/2018,13
2895798,AN,21,110015,233,233,131,C,ADLD,335001,3/24/2017,3/21/2017,2/22/2018,4580,2/26/2018,12
2993856,AI,23,400001,233,233,131,B,ADLD,440025,2/7/2018,2/7/2018,3/18/2018,4398,3/24/2018,18
2988093,AJ,2,110018,233,233,131,B,ADLD,126102,8/25/2017,8/7/2017,3/16/2018,4388,3/24/2018,13
2868423,D,1,400059,233,233,131,A,ADLD,600116,10/3/2017,9/21/2017,2/14/2018,4008,2/22/2018,14
2965603,AJ,7,500004,233,233,228,B,ADLD,522002,1/31/2018,3/18/2016,3/10/2018,4474,3/19/2018,13
3022370,AI,27,110034,233,233,131,B,ADLD,342001,12/26/2017,12/26/2017,3/26/2018,4388,3/28/2018,16
2901376,AJ,1,400059,233,233,131,A,ADLD,400014,8/11/2017,8/8/2017,2/23/2018,4398,2/26/2018,9
2854324,AJ,12,302006,233,233,131,C,ADLD,306401,11/28/2017,5/2/2017,2/9/2018,4407,2/12/2018,15
2899651,AN,6,160059,233,233,131,B,ADLD,160020,3/15/2017,3/3/2017,2/23/2018,4673,2/27/2018,8
3045570,AN,26,560066,233,233,131,A,ADLD,600079,9/28/2017,9/27/2017,4/2/2018,5001,4/5/2018,11
3066147,C,2,110018,233,233,228,A,ADLD,122001,10/29/2017,10/28/2017,4/8/2018,4550,4/12/2018,14
2908521,AJ,2,110018,233,233,131,A,ADLD,110029,11/7/2017,11/4/2017,2/26/2018,4388,3/1/2018,12
2940130,AJ,23,400001,308,233,131,A,ADLD,400078,1/30/2018,11/26/2017,3/5/2018,4398,3/13/2018,10
2982629,AN,22,400104,233,233,131,A,ADLD,400012,8/30/2017,8/24/2017,3/15/2018,4581,3/17/2018,10
2960904,AN,22,400104,233,233,131,A,ADLD,411034,9/1/2017,8/30/2017,3/9/2018,4581,3/14/2018,9
2974215,AN,21,110015,233,233,131,B,ADLD,151001,7/24/2017,7/21/2017,3/13/2018,4580,3/15/2018,15
2958311,C,2,110018,233,233,228,A,ADLD,201304,8/24/2017,8/5/2017,3/9/2018,4550,3/21/2018,11
3008975,AI,7,500004,233,233,131,B,ADLD,520013,2/26/2018,2/26/2018,3/22/2018,4474,3/26/2018,18
3051257,Y,7,500004,233,233,131,A,ADLD,500029,9/26/2017,9/21/2017,4/3/2018,4403,4/6/2018,7
3060425,AN,26,560066,233,245,131,A,ADLD,560006,9/1/2017,9/1/2017,4/6/2018,5001,4/10/2018,9
3087242,AN,21,110015,233,245,131,A,ADLD,110059,7/27/2017,7/26/2017,4/16/2018,4580,4/18/2018,10
3035925,AB,1,400059,233,233,131,B,ADLD,140301,7/29/2017,7/28/2017,3/29/2018,4390,4/1/2018,15
2846315,D,2,110018,233,233,131,A,ADLD,110016,4/26/2017,4/24/2017,2/6/2018,4149,2/8/2018,12
2839012,AN,21,110015,233,233,131,C,ADLD,141003,3/25/2017,2/1/2017,2/4/2018,4580,2/14/2018,13
2991549,AN,21,110015,308,233,131,A,ADLD,110043,11/24/2017,11/23/2017,3/17/2018,4580,3/20/2018,12
2943390,AD,2,110018,233,233,228,B,ADLD,127021,1/22/2018,12/11/2017,3/5/2018,4148,3/7/2018,16
3048841,AN,7,500004,233,233,131,A,ADLD,500004,2/4/2018,12/27/2017,4/3/2018,4403,4/10/2018,9
2847951,AN,22,400104,233,233,131,A,ADLD,401101,7/28/2017,7/27/2017,2/7/2018,4581,2/16/2018,9
2932139,AA,12,302006,233,233,131,A,ADLD,302015,1/19/2018,1/6/2018,3/3/2018,4459,3/7/2018,15
3064001,AJ,25,560037,233,233,228,A,ADLD,560077,3/2/2018,9/20/2016,4/7/2018,4460,4/14/2018,11
2820799,AN,22,400104,233,233,131,B,ADLD,384170,9/14/2017,9/7/2017,1/30/2018,4581,2/2/2018,15
2970701,AN,21,110015,233,233,131,B,ADLD,342001,8/15/2017,8/10/2017,3/12/2018,4580,3/13/2018,12
2931149,AN,3,560011,233,233,131,A,ADLD,560029,12/21/2017,12/20/2017,3/2/2018,5001,3/9/2018,13
2875232,J,2,110018,233,245,228,A,ADLD,110024,1/16/2018,12/22/2017,2/15/2018,4154,3/11/2018,15
2893239,AN,22,400104,233,233,131,B,ADLD,382021,11/21/2017,11/9/2017,2/21/2018,4581,2/26/2018,12
3049198,J,2,110018,233,233,131,A,ADLD,302020,3/17/2018,1/21/2018,4/3/2018,5138,4/5/2018,16
2866947,AJ,2,110018,233,233,228,A,ADLD,110085,7/15/2017,7/11/2017,2/13/2018,4388,2/17/2018,11
2866726,AJ,2,110018,233,233,228,B,ADLD,180012,9/1/2017,11/11/2016,2/13/2018,4388,2/14/2018,11
2934342,C,2,110018,308,233,131,A,ADLD,122001,11/22/2017,11/22/2017,3/3/2018,4550,3/7/2018,12
3013710,AA,24,110092,233,233,131,A,ADLD,302017,8/31/2017,5/27/2016,3/24/2018,4150,3/28/2018,10
3026004,C,2,110018,233,233,131,A,ADLD,122001,2/28/2018,12/16/2017,3/27/2018,4550,4/2/2018,9
2881384,AP,2,110018,233,233,228,A,ADLD,110033,7/23/2017,6/10/2017,2/17/2018,4405,2/19/2018,13
2922394,AN,8,700064,233,233,131,B,ADLD,713148,7/22/2017,5/15/2017,2/28/2018,4508,3/1/2018,15
2886507,AJ,1,400059,233,233,131,A,ADLD,411053,12/2/2017,12/1/2017,2/19/2018,4398,3/7/2018,12
2949279,AJ,2,110018,233,233,131,A,ADLD,110009,1/24/2018,9/5/2017,3/7/2018,4388,3/12/2018,12
2970114,AJ,10,226010,233,233,228,A,ADLD,226016,5/4/2017,12/9/2016,3/11/2018,4444,3/17/2018,12
2957370,C,2,110018,233,233,131,B,ADLD,248001,2/3/2018,6/2/2017,3/8/2018,4550,3/13/2018,15
2980357,C,3,560011,233,233,228,A,ADLD,560027,2/3/2018,2/3/2018,3/14/2018,4461,3/18/2018,11
2996342,AD,2,110018,233,233,228,A,ADLD,110051,7/5/2017,1/23/2017,3/19/2018,4148,3/21/2018,15
3035341,AN,21,110015,233,233,131,B,ADLD,144001,5/6/2016,5/4/2016,3/29/2018,4580,4/1/2018,11
3057753,AN,22,400104,233,233,131,A,ADLD,400074,6/10/2017,6/9/2017,4/5/2018,4581,4/9/2018,13
3055251,AJ,7,500004,233,233,131,A,ADLD,500063,4/26/2017,4/25/2017,4/4/2018,4474,4/7/2018,8
3038680,AJ,23,400001,233,233,228,A,ADLD,411028,8/27/2017,5/17/2017,3/30/2018,4398,4/7/2018,11
3052187,AJ,25,560037,233,233,228,A,ADLD,600018,9/3/2017,1/20/2017,4/3/2018,4460,4/8/2018,10
3053317,AJ,6,160059,233,233,131,B,ADLD,160036,5/5/2017,5/3/2017,4/4/2018,4437,4/8/2018,7
3088973,AJ,27,110034,233,233,228,A,ADLD,121003,7/30/2017,5/5/2017,4/17/2018,4388,4/18/2018,10
3045216,AN,21,110015,233,245,131,A,ADLD,110006,6/24/2017,6/21/2017,4/2/2018,4580,4/5/2018,12
